"GEO_ID","NAME","C23002I_001E","C23002I_001M","C23002I_002E","C23002I_002M","C23002I_003E","C23002I_003M","C23002I_004E","C23002I_004M","C23002I_005E","C23002I_005M","C23002I_006E","C23002I_006M","C23002I_007E","C23002I_007M","C23002I_008E","C23002I_008M","C23002I_009E","C23002I_009M","C23002I_010E","C23002I_010M","C23002I_011E","C23002I_011M","C23002I_012E","C23002I_012M","C23002I_013E","C23002I_013M","C23002I_014E","C23002I_014M","C23002I_015E","C23002I_015M","C23002I_016E","C23002I_016M","C23002I_017E","C23002I_017M","C23002I_018E","C23002I_018M","C23002I_019E","C23002I_019M","C23002I_020E","C23002I_020M","C23002I_021E","C23002I_021M","C23002I_022E","C23002I_022M","C23002I_023E","C23002I_023M","C23002I_024E","C23002I_024M","C23002I_025E","C23002I_025M","C23002I_026E","C23002I_026M","C23002I_027E","C23002I_027M"
"5001600US0807","Congressional District 7 (116th Congress), Colorado","160575","1180","81121","872","74871","872","62661","1074","148","117","62513","1072","60217","1086","2296","306","12210","754","6250","214","1352","257","1302","248","50","51","4898","281","79454","828","71557","807","49622","1335","32","37","49590","1335","47142","1359","2448","441","21935","1143","7897","256","1110","241","1078","241","32","36","6787","306"
"5001600US3618","Congressional District 18 (116th Congress), New York","86991","940","43973","551","40882","542","31447","769","319","108","31128","768","29598","842","1530","300","9435","670","3091","152","683","153","657","153","26","24","2408","198","43018","534","38792","541","26736","735","99","85","26637","734","24820","715","1817","321","12056","768","4226","118","428","154","417","157","11","20","3798","196"
"5001600US3914","Congressional District 14 (116th Congress), Ohio","13545","529","7048","319","6602","333","5024","349","18","25","5006","353","4573","378","433","131","1578","257","446","118","142","78","142","78","0","27","304","104","6497","336","6096","332","4096","386","0","27","4096","386","3782","407","314","152","2000","323","401","94","69","52","69","52","0","27","332","94"
"5001600US4001","Congressional District 1 (116th Congress), Oklahoma","56477","284","29727","170","28469","170","24673","282","56","37","24617","290","23583","315","1034","173","3796","252","1258","44","292","67","256","67","36","35","966","86","26750","169","25130","168","16226","293","17","24","16209","291","15077","307","1132","170","8904","337","1620","53","289","88","289","88","0","22","1331","97"
"5001600US1707","Congressional District 7 (116th Congress), Illinois","82693","2370","42946","1688","39843","1686","31178","1521","19","19","31159","1522","28811","1478","2348","330","8665","820","3103","375","492","142","485","141","7","12","2611","343","39747","1344","36047","1290","25120","1055","0","26","25120","1055","22449","1098","2671","374","10927","848","3700","400","630","261","630","261","0","26","3070","343"
"5001600US4210","Congressional District 10 (116th Congress), Pennsylvania","39001","634","19729","425","18566","411","13047","486","18","21","13029","484","11775","543","1254","364","5519","469","1163","69","217","74","209","75","8","12","946","93","19272","377","17874","362","11862","511","0","24","11862","511","10950","512","912","218","6012","457","1398","63","185","86","185","86","0","24","1213","101"
"5001600US0805","Congressional District 5 (116th Congress), Colorado","87488","251","45467","178","42508","179","32451","625","3836","401","28615","749","26694","727","1921","305","10057","621","2959","61","490","115","488","115","2","4","2469","131","42021","243","38074","240","25503","626","642","139","24861","655","22214","701","2647","459","12571","635","3947","102","731","157","715","152","16","20","3216","189"
"5001600US0626","Congressional District 26 (116th Congress), California","235481","991","118678","771","108566","725","89307","907","462","148","88845","893","83186","1082","5659","658","19259","844","10112","223","2061","220","1832","219","229","104","8051","311","116803","669","103917","640","70992","1055","91","58","70901","1050","65883","1081","5018","516","32925","997","12886","219","1341","221","1253","206","88","55","11545","284"
"5001600US1312","Congressional District 12 (116th Congress), Georgia","29010","551","15506","477","14793","519","11792","560","1068","268","10724","577","10000","603","724","264","3001","359","713","153","147","99","147","99","0","31","566","131","13504","314","12621","339","6966","405","131","62","6835","400","6060","424","775","222","5655","472","883","149","298","150","298","150","0","31","585","130"
"5001600US0633","Congressional District 33 (116th Congress), California","74795","2420","34842","1535","31206","1451","25130","1249","57","50","25073","1249","23358","1169","1715","356","6076","555","3636","401","985","217","931","203","54","49","2651","370","39953","1458","34971","1390","24070","1163","1","5","24069","1163","22296","1141","1773","278","10901","666","4982","414","764","199","764","199","0","29","4218","371"
"5001600US1701","Congressional District 1 (116th Congress), Illinois","49887","1815","25595","1186","24089","1110","19553","991","8","13","19545","991","17986","963","1559","277","4536","500","1506","272","299","102","289","100","10","16","1207","243","24292","948","22411","865","15103","825","0","26","15103","825","13696","814","1407","282","7308","537","1881","297","314","119","314","119","0","26","1567","265"
"5001600US4808","Congressional District 8 (116th Congress), Texas","127738","1280","66063","867","62123","847","45832","1755","62","81","45770","1764","44259","1850","1511","439","16291","1544","3940","307","1070","275","1055","282","15","22","2870","351","61675","942","57313","948","35512","1310","0","31","35512","1310","33699","1331","1813","455","21801","1122","4362","282","605","194","565","191","40","57","3757","336"
"5001600US0405","Congressional District 5 (116th Congress), Arizona","100742","2211","49851","1401","45995","1404","38861","1358","118","61","38743","1352","36638","1338","2105","358","7134","496","3856","397","949","208","938","208","11","15","2907","381","50891","1745","45976","1639","31498","1290","27","30","31471","1289","30062","1280","1409","284","14478","979","4915","514","378","121","361","120","17","18","4537","475"
"5001600US4802","Congressional District 2 (116th Congress), Texas","177329","3969","89905","2466","84330","2402","72295","2094","23","35","72272","2096","69329","1975","2943","495","12035","959","5575","515","1921","341","1810","334","111","82","3654","491","87424","2394","80543","2262","51356","1767","63","82","51293","1760","47723","1740","3570","498","29187","1493","6881","608","1059","228","991","227","68","80","5822","593"
"5001600US4704","Congressional District 4 (116th Congress), Tennessee","31427","392","17054","362","16472","361","14199","407","27","27","14172","414","13686","444","486","190","2273","321","582","104","138","81","138","81","0","29","444","89","14373","321","13567","324","8939","555","0","29","8939","555","8191","519","748","261","4628","528","806","136","48","43","48","43","0","29","758","136"
"5001600US2707","Congressional District 7 (116th Congress), Minnesota","19115","288","10317","224","9809","228","8336","205","14","16","8322","204","7834","242","488","138","1473","209","508","76","132","52","131","52","1","3","376","71","8798","179","8361","190","5563","276","0","20","5563","276","5146","267","417","114","2798","256","437","76","72","40","70","40","2","3","365","62"
"5001600US0638","Congressional District 38 (116th Congress), California","338650","2706","166273","2140","147695","2022","115716","1761","172","86","115544","1761","108712","1812","6832","582","31979","1252","18578","823","3122","309","2988","300","134","61","15456","726","172377","1938","146720","1819","94550","1715","0","29","94550","1715","88976","1629","5574","463","52170","1388","25657","904","2350","266","2280","265","70","61","23307","882"
"5001600US3204","Congressional District 4 (116th Congress), Nevada","148495","2355","74211","1457","69318","1434","55924","1399","706","168","55218","1411","51870","1492","3348","459","13394","813","4893","412","1051","231","1035","231","16","22","3842","382","74284","1582","68217","1441","44666","1360","177","88","44489","1369","41221","1191","3268","424","23551","917","6067","525","476","135","457","132","19","24","5591","527"
"5001600US5109","Congressional District 9 (116th Congress), Virginia","11405","405","6235","301","5905","274","3577","300","8","12","3569","297","3279","282","290","122","2328","282","330","115","81","54","60","50","21","25","249","90","5170","323","4708","331","2718","307","16","25","2702","305","2556","314","146","80","1990","343","462","102","127","74","123","74","4","6","335","82"
"5001600US4213","Congressional District 13 (116th Congress), Pennsylvania","14533","316","8080","245","7599","240","5076","271","16","26","5060","276","4475","275","585","203","2523","273","481","79","140","68","129","64","11","16","341","73","6453","201","5897","194","4028","264","0","24","4028","264","3692","284","336","121","1869","234","556","107","55","35","55","35","0","24","501","108"
"5001600US2404","Congressional District 4 (116th Congress), Maryland","84347","1647","46333","1001","44593","1012","40497","958","128","72","40369","980","38903","1001","1466","311","4096","418","1740","213","746","141","727","141","19","25","994","161","38014","898","35989","880","24849","819","66","55","24783","818","23002","807","1781","280","11140","659","2025","227","460","153","430","144","30","33","1565","232"
"5001600US3608","Congressional District 8 (116th Congress), New York","104373","2465","47392","1473","41892","1436","29827","1167","34","39","29793","1166","26881","1133","2912","356","12065","772","5500","426","813","210","804","208","9","16","4687","398","56981","1478","49220","1386","29212","1037","0","28","29212","1037","25976","994","3236","397","20008","1035","7761","474","638","153","614","154","24","26","7123","436"
"5001600US4206","Congressional District 6 (116th Congress), Pennsylvania","72737","603","36392","448","34176","431","27427","524","11","18","27416","522","24779","558","2637","328","6749","499","2216","108","485","129","467","125","18","24","1731","160","36345","355","33549","346","22838","751","0","24","22838","751","19370","771","3468","486","10711","670","2796","77","352","105","352","105","0","24","2444","120"
"5001600US4212","Congressional District 12 (116th Congress), Pennsylvania","12479","285","7092","252","6732","250","3849","326","2","4","3847","326","3503","307","344","127","2883","292","360","77","77","36","77","36","0","24","283","67","5387","253","4871","256","2734","246","0","24","2734","246","2463","248","271","88","2137","264","516","100","51","31","40","28","11","10","465","103"
